來源文字 ID,譯文 — 英文,譯文 — 閩南語（台灣）,譯文 — 中文（繁體）
plugins.file-recovery.option-clear,Clear history,Clear history,清空歷史
plugins.file-recovery.option-clear-description,Wipe all snapshots.,Wipe all snapshots.,抹除所有快照。
plugins.file-recovery.button-clear-history,Clear,Clear,清空
plugins.file-recovery.label-clear-warning,Are you sure you want to delete all snapshots? Note that only snapshots will be removed. All files inside your vault will not be affected.,Are you sure you want to delete all snapshots? Note that only snapshots will be removed. All files inside your vault will not be affected.,確定要刪除全部快照嗎？注意：只有快照會被刪除，儲存庫裡的所有檔案不受影響。
plugins.file-recovery.msg-clear-complete,Snapshots cleared.,Snapshots cleared.,快照已清空。
plugins.file-recovery.label-no-history-found,No snapshots found.,No snapshots found.,找不到快照。
plugins.file-recovery.placeholder-choose-file,Choose a file...,Choose a file...,選擇檔案…
plugins.file-recovery.label-select-file,Please select a file on the left to view snapshots.,Please select a file on the left to view snapshots.,請於左側選擇檔案以檢視快照。
plugins.note-composer.name,Note composer,Note composer,筆記編排器
plugins.note-composer.desc,"Merge, split, and refactor notes.","Merge, split, and refactor notes.",合併、切割與重構筆記。
plugins.note-composer.option-confirm-file-merge,Confirm file merge,Confirm file merge,檔案合併確認
plugins.note-composer.option-confirm-file-merge-description,Prompt before merging two files.,Prompt before merging two files.,合併兩個檔案前提示。
plugins.note-composer.option-split-replacement-text,Text after extraction,Text after extraction,擷取後文字
plugins.note-composer.option-split-replacement-text-description,What to show in place of the selected text after extracting it.,What to show in place of the selected text after extracting it.,擷取後之選用文字要如何顯示。
plugins.note-composer.option-choice-split-replacement-text-link,Link to new file,Link to new file,連結至新檔案
plugins.note-composer.option-choice-split-replacement-text-embed,Embed new file,Embed new file,嵌入新檔案
plugins.note-composer.option-choice-split-replacement-text-none,None,None,無
plugins.note-composer.option-template-file,Template file location,Template file location,模板檔位置
plugins.note-composer.option-template-file-description,"Template file to use when merging or extracting. Available variables: {{content}}, {{fromTitle}}, {{newTitle}}, {{date:FORMAT}}, e.g. {{date:YYYY-MM-DD}}.","Template file to use when merging or extracting. Available variables: {{content}}, {{fromTitle}}, {{newTitle}}, {{date:FORMAT}}, e.g. {{date:YYYY-MM-DD}}.",當合併或擷取時要使用的模板檔。可使用變數：{{content}}、{{fromTitle}}、{{newTitle}}、{{date:FORMAT}}。例：{{date:YYYY-MM-DD}}。
plugins.note-composer.command-merge-file,Merge current file with another file...,Merge current file with another file...,用目前檔案合併另一個檔案…
plugins.note-composer.action-merge-file,Merge entire file with...,Merge entire file with...,合併所有檔案內容…
plugins.note-composer.label-no-files,No files found.,No files found.,找不到檔案。
plugins.note-composer.instruction-navigate,to navigate,to navigate,導覽
plugins.note-composer.instruction-merge,to merge,to merge,合併
plugins.note-composer.instruction-create-new,to create new,to create new,建立新檔
plugins.note-composer.instruction-merge-at-top,to merge at top,to merge at top,合併至頂端
plugins.note-composer.instruction-dismiss,to dismiss,to dismiss,放棄
plugins.note-composer.prompt-select-file-to-merge,Select file to merge into...,Select file to merge into...,選擇要併入的檔案……
plugins.note-composer.label-merge-file,Merge file,Merge file,合併檔案
plugins.note-composer.label-confirm-file-merge,"Are you sure you want to merge ""{{file}}"" into ""{{destination}}""? ""{{file}}"" will be deleted.","Are you sure you want to merge ""{{file}}"" into ""{{destination}}""? ""{{file}}"" will be deleted.",確定要將「{{file}}」併入「{{destination}}」？「{{file}}」將被刪除。
plugins.note-composer.button-merge,Merge,Merge,合併
plugins.note-composer.button-merge-do-not-ask-again,Merge and don't ask again,Merge and don't ask again,全部合併且不再詢問
plugins.note-composer.command-split-file,Extract current selection...,Extract current selection...,擷取目前選取內容到其他檔案…
plugins.note-composer.command-extract-heading,Extract this heading...,Extract this heading...,擷取目前標題段落到其他檔案…
plugins.note-composer.instruction-append,to move to bottom,to move to bottom,移至底端
plugins.note-composer.instruction-prepend,to move to top,to move to top,移至頂端
plugins.note-composer.msg-fail-to-fetch-template,"Failed to fetch template file: ""{{template}}"" not found.","Failed to fetch template file: ""{{template}}"" not found.",無法擷取模板檔案：找不到「{{template}}」。
plugins.note-composer.msg-fail-to-find-heading,Failed to find heading,Failed to find heading,無法找到標題
plugins.canvas.name,Canvas,Canvas,畫布
plugins.canvas.desc,Arrange and connect notes on an infinite canvas.,Arrange and connect notes on an infinite canvas.,在無邊界的畫布上排列和連結筆記。
plugins.canvas.action-add-note,Add note from vault,Add note from vault,從儲存庫新增筆記
plugins.canvas.action-add-media,Add media from vault,Add media from vault,從儲存庫新增媒體
plugins.canvas.action-add-card,Add card,Add card,新增卡片
plugins.canvas.action-add-website,Add web page,Add web page,新增網頁
plugins.canvas.action-create-group,Create group,Create group,建立群組
plugins.canvas.action-create-with-size,Create a card with specific size,Create a card with specific size,建立指定大小的卡片
plugins.canvas.action-convert-to-file,Convert to file...,Convert to file...,轉換成檔案…
plugins.canvas.action-drag-to-add-note,Drag to add note from vault,Drag to add note from vault,拖曳以從儲存庫新增筆記
plugins.canvas.action-drag-to-add-media,Drag to add media from vault,Drag to add media from vault,拖曳以從儲存庫新增媒體
plugins.canvas.action-drag-to-add-card,Drag to add card,Drag to add card,拖曳以新增卡片
plugins.canvas.action-edit-label,Edit label,Edit label,編輯標籤
plugins.canvas.action-remove-label,Remove label,Remove label,移除標籤
plugins.canvas.action-search-file,Search for file,Search for file,搜尋檔案
plugins.canvas.action-set-color,Set color,Set color,設定顏色
plugins.canvas.action-align,Align,Align,對齊
plugins.canvas.action-align-left,Align left,Align left,靠左對齊
plugins.canvas.action-align-center,Align center,Align center,水平置中
plugins.canvas.action-align-right,Align right,Align right,靠右對齊
plugins.canvas.action-align-top,Align top,Align top,對齊上方
plugins.canvas.action-align-middle,Align middle,Align middle,垂直置中
plugins.canvas.action-align-bottom,Align bottom,Align bottom,對齊下方
plugins.canvas.action-distribute-horizontal-spacing,Distribute horizontal spacing,Distribute horizontal spacing,分配水平間隔
plugins.canvas.action-distribute-vertical-spacing,Distribute vertical spacing,Distribute vertical spacing,分配垂直間隔
plugins.canvas.action-justify-horizontally,Justify horizontally,Justify horizontally,左右對齊
plugins.canvas.action-justify-vertically,Justify vertically,Justify vertically,上下對齊
plugins.canvas.action-arrange-horizontally,Arrange in a row,Arrange in a row,按列排列
plugins.canvas.action-arrange-vertically,Arrange in a column,Arrange in a column,按欄排列
plugins.canvas.action-arrange-grid,Arrange in a grid,Arrange in a grid,按網格排列
plugins.canvas.action-export-png,Export as image,Export as image,匯出成圖片
plugins.canvas.action-jump-to-group,Jump to group,Jump to group,跳至群組
plugins.canvas.action-set-background,Set background,Set background,設定背景
plugins.canvas.action-edit-background,Edit background,Edit background,編輯背景
plugins.canvas.action-replace-background,Replace background,Replace background,取代背景
plugins.canvas.action-remove-background,Remove background,Remove background,移除背景
plugins.canvas.label-no-images,No images found.,No images found.,找不到圖片。
plugins.canvas.label-export-png-desc,"Export ""{{title}}"" with a PNG file with the settings below.","Export ""{{title}}"" with a PNG file with the settings below.",以下方的設定匯出 “{{title}}” 的 PNG 檔。
plugins.canvas.label-export-png-dimensions,Estimated image dimensions: {{dimensions}},Estimated image dimensions: {{dimensions}},預計圖片尺寸：{{dimensions}}
